datetime,consumption_reinforcement,consumption_concentrate,consumption_pellets,consumption_scrap,production_all_reinforcement,production_rus_reinforcement,production_all_concentrate,production_rus_concentrate,production_all_pellets,production_rus_pellets,production_all_coke,production_rus_coke,import_reinforcement,import_concentrate,import_pellets,import_scrap,import_coke,export_reinforcement,export_concentrate,export_pellets,export_coke,export_scrap,exchange_rate_usd,scrap_price_lme_M01,scrap_price_lme_M06,scrap_price_lme_M15,Mean_US_Dollar_Russian_Ruble_USD/RUB,Mean_US_Dollar_Russian_Ruble_USD/RUB_TOM,Mean_Russian_Ruble_US_Dollar_RUB/USD,Mean_Euro_Russian_Ruble_EUR/RUB,Mean_Russian_Ruble_Euro_RUB/EUR,Mean_Chinese_Yuan_Russian_Ruble_CNY/RUB,Mean_Russian_Ruble_Chinese_Yuan_RUB/CNY,Mean_Russian_Ruble_Turkish_Lira_RUB/TRY,Mean_Turkish_Lira_Russian_Ruble_TRY/RUB,Mean_Dow_Jones_Iron_&_Steel_DJUSST_NYSE,Volume_Dow_Jones_Iron_&_Steel_DJUSST_NYSE,Mean_Taiwan_Steel_TSTI_Taiwan,Volume_Taiwan_Steel_TSTI_Taiwan,Mean_Coal_(ICI_4)_Indonesian_Coal_Index_Futures_IICc1_CME,Volume_Coal_(ICI_4)_Indonesian_Coal_Index_Futures_IICc1_CME,Mean_ZCE_Thermal_Coal_CZCc1_ZCE,Volume_ZCE_Thermal_Coal_CZCc1_ZCE,Mean_STEEL_HRC_FOB_CHINA_Futures_MHCc1_London,Volume_STEEL_HRC_FOB_CHINA_Futures_MHCc1_London,Mean_Steel_Rebar_Futures_SRRc1_London,Volume_Steel_Rebar_Futures_SRRc1_London,Mean_Steel_Scrap_Futures_SSCc1_London,Volume_Steel_Scrap_Futures_SSCc1_London,Mean_US_Midwest_Domestic_Hot-Rolled_Coil_Steel_Futures_HRCc1_CME,Volume_US_Midwest_Domestic_Hot-Rolled_Coil_Steel_Futures_HRCc1_CME,Mean_Metallurgical_Coke_Futures_DCJc1_DCE,Volume_Metallurgical_Coke_Futures_DCJc1_DCE,Mean_Rotterdam_Coal_Futures_ATWMc1_ICE,Volume_Rotterdam_Coal_Futures_ATWMc1_ICE,Mean_Coal_(API2)_CIF_ARA_(ARGUS-McCloskey)_Futures_MTFc1_CME,Volume_Coal_(API2)_CIF_ARA_(ARGUS-McCloskey)_Futures_MTFc1_CME,Mean_Coal_(API4)_FOB_Richards_Bay_(ARGUS-McCloskey)_Futures_FMFc1_CME,Volume_Coal_(API4)_FOB_Richards_Bay_(ARGUS-McCloskey)_Futures_FMFc1_CME,Mean_Coking_Coal_Futures_DJMc1_DCE,Volume_Coking_Coal_Futures_DJMc1_DCE,Mean_Iron_ore_fines_62%_Fe_CFR_Futures_TIOc1_CME,Volume_Iron_ore_fines_62%_Fe_CFR_Futures_TIOc1_CME,WPU101707,WPU101,WPU10170301,PCU3312213312211,WPU101703,WPU101704,WPU101705,WPU101708,PCU3312213312213,PCU331222331222,china_credit_impulse,ChinaHousingPriceYoY,China-ShanghaiShenzhenCSI300Index,shipment_reinforcement_sum,shipment_scrap_sum,prod_prices_reinf_imp_min,prod_prices_reinf_imp_median,prod_prices_reinf_imp_mean,prod_prices_reinf_imp_max,prod_prices_reinf_inn_min,prod_prices_reinf_inn_median,prod_prices_reinf_inn_mean,prod_prices_reinf_inn_max,prod_prices_scrap_inn_min,prod_prices_scrap_inn_median,prod_prices_scrap_inn_mean,prod_prices_scrap_inn_max
2019-08-27,737.41,8743.146,3170.529,2284.336,1117.7,767.4,15674.0,8946.1,6282.9,3847.7,3278.5,2256.3,72.5,560.0,221.6,104.18,4.351,102.5,762.9,898.8000000000001,309.2,253.827,65.9735,284.0,274.0,270.0,66.37445,66.37219999999999,0.01507,73.63900000000001,0.01358,9.2658,0.1079,0.087925,11.375,198.455,22069704.0,100.02,55465000.0,31.8,0.0,584.0,15922.0,482.0,0.0,448.0,0.0,284.0,0.0,584.0,0.0,1952.75,12470.0,54.95,0.0,55.05,0.0,59.65,0.0,1405.5,4640.0,92.06,0.0,224.1,217.8,115.3,198.9,129.9,199.2,277.4,204.9,194.1,229.8,23.0,8.8,3816.95,664.9,2177.6,490.0,507.5,507.5,525.0,35207.0,39780.0,39521.0,41700.0,209.0,15525.0,10379.9,17925.0
2019-08-28,737.41,8743.146,3170.529,2284.336,1117.7,767.4,15674.0,8946.1,6282.9,3847.7,3278.5,2256.3,72.5,560.0,221.6,104.18,4.351,102.5,762.9,898.8000000000001,309.2,253.827,66.2608,282.0,270.0,264.0,66.65190000000001,66.64625000000001,0.015005,73.913,0.01353,9.30465,0.1074499999999999,0.087275,11.46,197.37,18031792.0,99.9,32824000.0,31.8,0.0,581.5,6220.0,481.0,0.0,448.0,0.0,282.0,0.0,560.0,0.0,1929.25,6382.0,54.8,0.0,54.65,0.0,59.45,0.0,1405.0,4930.0,91.63,0.0,224.1,217.8,115.3,198.9,129.9,199.2,277.4,204.9,194.1,229.8,23.0,8.8,3802.58,664.9,2177.6,490.0,507.5,507.5,525.0,35207.0,39780.0,39521.0,41700.0,209.0,15525.0,10379.9,17925.0
2019-08-29,737.41,8743.146,3170.529,2284.336,1117.7,767.4,15674.0,8946.1,6282.9,3847.7,3278.5,2256.3,72.5,560.0,221.6,104.18,4.351,102.5,762.9,898.8000000000001,309.2,253.827,66.4127,282.0,273.5,270.0,66.66105,66.6756,0.015,73.75450000000001,0.013555,9.3194,0.1074,0.0874,11.44,204.32,16336089.0,99.93,29922000.0,31.5,0.0,578.2,6438.0,481.0,0.0,448.0,3.0,282.0,0.0,552.5,27.0,1917.75,4324.0,54.7,0.0,54.7,0.0,59.4,0.0,1404.0,5208.0,91.16,0.0,224.1,217.8,115.3,198.9,129.9,199.2,277.4,204.9,194.1,229.8,23.0,8.8,3790.19,664.9,2177.6,490.0,507.5,507.5,525.0,35207.0,39780.0,39521.0,41700.0,209.0,15525.0,10379.9,17925.0
2019-08-30,737.41,8743.146,3170.529,2284.336,1117.7,767.4,15674.0,8946.1,6282.9,3847.7,3278.5,2256.3,72.5,560.0,221.6,104.18,4.351,102.5,762.9,898.8000000000001,309.2,253.827,66.7471,282.11,264.0,269.0,66.56195,66.56875,0.0150199999999999,73.406,0.013615,9.30745,0.10745,0.0876,11.42,206.63,16130495.0,100.335,28887000.0,31.85,0.0,574.9,9742.0,480.35,0.0,448.55,3.0,282.11,0.0,560.0,0.0,1884.0,8380.0,55.0,0.0,54.25,0.0,59.25,0.0,1420.75,12106.0,90.91,0.0,224.1,217.8,115.3,198.9,129.9,199.2,277.4,204.9,194.1,229.8,23.0,8.8,3799.59,664.9,2177.6,490.0,507.5,507.5,525.0,35207.0,39780.0,39521.0,41700.0,209.0,15525.0,10379.9,17925.0
2019-08-31,737.41,8743.146,3170.529,2284.336,1117.7,767.4,15674.0,8946.1,6282.9,3847.7,3278.5,2256.3,72.5,560.0,221.6,104.18,4.351,102.5,762.9,898.8000000000001,309.2,253.827,66.4897,282.11,264.0,269.0,66.56195,66.56875,0.0150199999999999,73.406,0.013615,9.30745,0.10745,0.0876,11.42,206.63,16130495.0,100.335,28887000.0,31.85,0.0,574.9,9742.0,480.35,0.0,448.55,3.0,282.11,0.0,560.0,0.0,1884.0,8380.0,55.0,0.0,54.25,0.0,59.25,0.0,1420.75,12106.0,90.91,0.0,224.1,217.8,115.3,198.9,129.9,199.2,277.4,204.9,194.1,229.8,23.0,8.8,3799.59,664.9,2177.6,490.0,507.5,507.5,525.0,35207.0,39780.0,39521.0,41700.0,209.0,15525.0,10379.9,17925.0
2019-09-01,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,66.4897,282.11,264.0,269.0,66.56195,66.56875,0.0150199999999999,73.406,0.013615,9.329,0.10745,0.0876,11.42,206.63,16130495.0,100.335,28887000.0,31.85,0.0,574.9,9742.0,480.35,0.0,448.55,3.0,282.11,0.0,560.0,0.0,1884.0,8380.0,55.0,0.0,54.25,0.0,59.25,0.0,1420.75,12106.0,90.91,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3799.59,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-02,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,66.4897,266.0,264.5,267.0,66.703,66.7325,0.01499,73.2355,0.013645,9.3068,0.1074,0.0872,11.4675,206.63,16130495.0,100.765,38009000.0,31.85,0.0,576.6,3100.0,460.0,0.0,443.0,9.0,266.0,603.0,560.0,0.0,1878.5,1152.0,54.575,39.0,54.25,0.0,59.25,0.0,1451.25,356.0,90.91,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3848.32,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-03,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,66.6235,262.0,264.0,264.0,66.94,66.94364999999999,0.01494,73.358,0.01364,9.3239,0.10725,0.0862,11.605,201.9,17203898.0,101.14,43222000.0,31.4,0.0,574.5,404.0,456.5,12.0,436.5,225.0,262.0,546.0,560.0,0.0,1897.5,948.0,56.2,85.0,56.95,15.0,60.95,40.0,1445.5,30.0,89.55,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3853.61,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-04,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,66.9072,261.0,264.0,264.0,66.42505,66.43385,0.015055,73.0485,0.01368,9.2854,0.1077,0.08545,11.7025,206.165,18602154.0,101.14,42355000.0,31.75,0.0,571.1,72.0,458.5,18.0,430.0,54.0,261.0,90.0,570.0,10.0,1877.5,446.0,57.075,36.0,56.9,20.0,61.0,10.0,1443.75,214.0,91.57,20.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3886.0,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-05,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,66.5002,255.5,263.0,265.0,66.0857,66.0821,0.015135,72.9385,0.01372,9.25335,0.1081,0.085975,11.6325,212.235,20483704.0,101.24,34065000.0,31.75,0.0,573.6,952.0,449.0,78.0,420.0,48.0,255.5,22.0,565.0,1.0,1883.0,214.0,57.2,22.0,57.4,35.0,61.15,5.0,1430.5,86.0,90.72,10.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3925.32,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-06,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,66.0528,250.0,258.0,258.0,65.91635,65.9092,0.01517,72.7555,0.0137399999999999,9.2565,0.1081,0.0865,11.5575,210.85,14698757.0,101.235,28486000.0,32.5,10.0,581.5,520.0,457.0,0.0,415.5,30.0,250.0,81.0,565.0,10.0,1880.5,6.0,57.5,12.0,57.65,129.0,59.85,35.0,1479.75,26.0,89.44,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3948.51,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-07,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,65.9981,250.0,258.0,258.0,65.91635,65.9092,0.01517,72.7555,0.0137399999999999,9.2565,0.1081,0.0865,11.5575,210.85,14698757.0,101.235,28486000.0,32.5,10.0,581.5,520.0,457.0,0.0,415.5,30.0,250.0,81.0,565.0,10.0,1880.5,6.0,57.5,12.0,57.65,129.0,59.85,35.0,1479.75,26.0,89.44,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3948.51,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-08,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,65.9981,250.0,258.0,258.0,65.91635,65.9092,0.01517,72.7555,0.0137399999999999,9.2372,0.1081,0.0865,11.5575,210.85,14698757.0,101.235,28486000.0,32.5,10.0,581.5,520.0,457.0,0.0,415.5,30.0,250.0,81.0,565.0,10.0,1880.5,6.0,57.5,12.0,57.65,129.0,59.85,35.0,1479.75,26.0,89.44,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3948.51,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-09,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,65.9981,252.5,262.0,260.0,65.54305,65.5831,0.015245,72.32300000000001,0.0138199999999999,9.2045,0.10855,0.087375,11.4475,213.51,22491966.0,101.31,21935000.0,31.65,0.0,580.6,0.0,459.0,0.0,421.5,39.0,252.5,74.0,564.5,116.0,1894.25,90.0,58.2,16.0,58.4,75.0,59.2,50.0,1450.0,40.0,91.23,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3972.95,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-10,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,65.5698,249.0,263.0,262.0,65.4038,65.41075000000001,0.01529,72.225,0.01384,9.2002,0.1086999999999999,0.088075,11.3575,219.38,21250976.0,101.58,31187000.0,32.5,0.0,580.6,0.0,462.0,0.0,421.5,3.0,249.0,0.0,565.0,0.0,1899.75,176.0,60.0,10.0,60.65,50.0,60.5,0.0,1496.0,94.0,91.37,44.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3959.26,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-11,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,65.4393,250.0,261.0,265.0,65.46465,65.46625,0.015275,72.072,0.013875,9.19865,0.1086999999999999,0.0881,11.35,224.635,27425196.0,102.17,31383000.0,32.5,0.0,577.8,0.0,462.0,0.0,419.5,0.0,250.0,30.0,565.0,0.0,1905.5,56.0,60.3,5.0,60.5,100.0,59.85,0.0,1591.5,118.0,92.34,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3930.1,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-12,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,65.4321,248.0,266.0,266.5,65.0959,65.07385,0.0153499999999999,71.54599999999999,0.01397,9.19285,0.1088,0.087825,11.385,227.265,23227502.0,102.48,27366000.0,32.5,0.0,578.4,0.0,462.0,0.0,421.5,47.0,248.0,95.0,565.0,0.0,1888.25,368.0,60.75,0.0,60.85,64.0,60.0,0.0,1624.75,116.0,94.14,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3972.38,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-13,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,65.1909,241.5,261.5,260.0,64.43430000000001,64.483,0.015505,71.4205,0.0139999999999999,9.10175,0.10975,0.087925,11.375,231.225,17745620.0,102.48,27366000.0,32.5,0.0,578.4,0.0,462.0,0.0,417.0,20.0,241.5,87.0,565.0,0.0,1888.25,368.0,61.25,1.0,60.95,5.0,60.1,0.0,1624.75,116.0,94.77,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3972.38,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-14,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,64.4711,241.5,261.5,260.0,64.43430000000001,64.483,0.015505,71.4205,0.0139999999999999,9.10175,0.10975,0.087925,11.375,231.225,17745620.0,102.48,27366000.0,32.5,0.0,578.4,0.0,462.0,0.0,417.0,20.0,241.5,87.0,565.0,0.0,1888.25,368.0,61.25,1.0,60.95,5.0,60.1,0.0,1624.75,116.0,94.77,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3972.38,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-15,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,64.4711,241.5,261.5,260.0,64.43430000000001,64.483,0.015505,71.4205,0.0139999999999999,9.0884,0.10975,0.087925,11.375,231.225,17745620.0,102.48,27366000.0,32.5,0.0,578.4,0.0,462.0,0.0,417.0,20.0,241.5,87.0,565.0,0.0,1888.25,368.0,61.25,1.0,60.95,5.0,60.1,0.0,1624.75,116.0,94.77,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3972.38,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-16,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,64.4711,243.0,263.0,259.0,64.00014999999999,63.92255,0.015645,70.753,0.0141249999999999,9.05465,0.1106,0.0892,11.21,228.21,16212049.0,102.65,40047000.0,32.5,0.0,578.0,0.0,463.0,0.0,417.0,0.0,243.0,0.0,565.0,0.0,1838.5,848.0,61.75,3.0,61.75,120.0,61.05,0.0,1700.0,764.0,94.37,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3957.72,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-17,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,63.8272,242.0,260.0,260.0,64.22505000000001,64.2129,0.015575,70.894,0.014105,9.0582,0.11035,0.089075,11.23,225.325,18749052.0,102.125,31248000.0,32.5,0.0,574.4,0.0,463.0,0.0,416.5,0.0,242.0,0.0,567.5,28.0,1950.25,12.0,61.55,0.0,61.55,0.0,60.85,0.0,1439.25,4.0,94.03,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3891.22,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-18,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,64.1213,241.0,257.0,260.0,64.31569999999999,64.33005,0.015545,71.0195,0.01407,9.0751,0.1101999999999999,0.088325,11.325,225.19,20312020.0,101.805,33385000.0,32.5,0.0,575.8,0.0,456.5,45.0,415.0,1.0,241.0,0.0,570.5,22.0,1939.0,8.0,61.05,0.0,60.95,305.0,60.45,0.0,1387.0,2.0,93.97,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3910.08,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-19,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,64.429,239.0,258.0,264.0,64.0587,64.10735,0.015595,70.7715,0.01412,9.02465,0.1106999999999999,0.0887749999999999,11.2625,223.01,53634428.0,101.67,22596000.0,32.5,0.0,575.0,0.0,456.0,0.0,415.0,0.0,239.0,3.0,568.0,15.0,1938.0,0.0,60.9,0.0,60.95,0.0,60.25,0.0,1387.0,0.0,93.46,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3924.38,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-20,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,64.2199,239.0,254.5,260.0,63.897450000000006,63.911,0.015645,70.4855,0.014165,9.013,0.1109,0.089475,11.1775,222.355,35021716.0,101.715,54889000.0,32.5,0.0,586.3,4.0,456.0,0.0,412.0,4.0,239.0,18.0,568.0,15.0,1926.5,4.0,61.25,0.0,61.25,0.0,60.45,0.0,1387.0,0.0,93.38,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3935.65,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-21,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,63.8487,239.0,254.5,260.0,63.897450000000006,63.911,0.015645,70.4855,0.014165,9.013,0.1109,0.089475,11.1775,222.355,35021716.0,101.715,54889000.0,32.5,0.0,586.3,4.0,456.0,0.0,412.0,4.0,239.0,18.0,568.0,15.0,1926.5,4.0,61.25,0.0,61.25,0.0,60.45,0.0,1387.0,0.0,93.38,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3935.65,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-22,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,63.8487,239.0,254.5,260.0,63.897450000000006,63.911,0.015645,70.4855,0.014165,9.0276,0.1109,0.089475,11.1775,222.355,35021716.0,101.715,54889000.0,32.5,0.0,586.3,4.0,456.0,0.0,412.0,4.0,239.0,18.0,568.0,15.0,1926.5,4.0,61.25,0.0,61.25,0.0,60.45,0.0,1387.0,0.0,93.38,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3935.65,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-23,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,63.8487,239.5,255.0,258.0,63.93665,63.925,0.01564,70.3185,0.01421,8.99585,0.11115,0.0895499999999999,11.1675,219.865,24519548.0,101.47,27546000.0,32.5,0.0,586.4,0.0,457.0,0.0,412.0,0.0,239.5,30.0,571.0,7.0,1957.75,6.0,60.9,0.0,60.8,0.0,60.0,0.0,1387.0,0.0,93.49,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3890.66,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
2019-09-24,679.95,8376.197,3356.267,2215.143,1054.8,724.4,14939.5,8726.1,5837.9,3951.2,3146.9,2167.6,52.02,490.0,209.0,102.47,5.775,96.4,839.9,803.9,294.6,79.174,63.9453,238.0,249.5,252.0,63.8089,63.8226,0.01567,70.2205,0.014235,8.9718,0.1114,0.08925,11.2075,217.36,24072360.0,101.13,28791000.0,32.65,0.0,586.4,0.0,458.0,0.0,412.0,0.0,238.0,0.0,568.0,0.0,1888.25,4.0,61.0,0.0,60.6,0.0,60.1,0.0,1323.25,4.0,93.21,0.0,219.8,212.3,114.4,195.1,128.8,198.0,278.3,205.4,193.3,228.8,23.2,8.4,3901.08,628.2,2140.1,480.0,480.0,480.0,480.0,33207.0,37627.0,37944.0,41700.0,156.0,14000.0,9491.352272727272,16675.0
